"id","review_count","average_rating"
2912307,0,0
2912308,0,0
2912309,0,0
2912310,0,0
2912311,0,0
2912312,0,0
2912313,0,0
2912314,0,0
2912315,0,0
2912316,0,0
2912317,0,0
2912318,0,0
2912319,0,0
2912320,0,0
2912321,0,0
2912322,0,0
2912323,0,0
2912324,0,0
2912325,0,0
2912326,0,0
2912327,0,0
2912328,0,0
2912329,0,0
2912330,0,0
2912331,0,0
2912332,0,0
2912333,0,0
2912334,0,0
2912335,0,0
2912336,0,0
2912337,0,0
2912338,0,0
2912339,0,0
2912340,0,0
2912341,0,0
2912342,0,0
2912343,0,0
2912344,0,0
2912345,0,0
2912346,0,0
2912347,0,0
2912348,0,0
2912349,0,0
2912350,0,0
2912351,0,0
2912352,0,0
2912353,0,0
2912354,0,0
2912355,0,0
2912356,0,0
2912357,0,0
2912358,0,0
2912359,0,0
2912360,0,0
2912361,0,0
2912362,0,0
2912363,0,0
2912364,0,0
2912365,0,0
2912366,0,0
2912367,0,0
2912368,0,0
2912369,0,0
2912370,0,0
2912371,0,0
2912372,0,0
2912373,0,0
2912374,0,0
2912375,0,0
2912376,0,0
2912377,0,0
2912378,0,0
2912379,0,0
2912380,0,0
2912381,0,0
2912382,0,0
2912383,0,0
2912384,0,0
2912385,0,0
2912386,0,0
2912387,0,0
2912388,0,0
2912389,0,0
2912390,0,0
2912391,0,0
2912392,0,0
2912393,0,0
2912394,0,0
2912395,0,0
2912396,0,0
2912397,0,0
2912398,0,0
2912399,0,0
2912400,0,0
2912401,0,0
2912402,0,0
2912403,0,0
2912404,0,0
2912405,0,0
2912406,0,0
2912407,0,0
2912408,0,0
2912409,0,0
2912410,0,0
2912411,0,0
2912412,0,0
2912413,0,0
2912414,0,0
2912415,0,0
2912416,0,0
2912417,0,0
2912418,0,0
2912419,0,0
2912420,0,0
2912421,0,0
2912422,0,0
2912423,0,0
2912424,0,0
2912425,0,0
2912426,0,0
2912427,0,0
2912428,0,0
2912429,0,0
2912430,0,0
2912431,0,0
2912432,0,0
2912433,0,0
2912434,0,0
2912435,0,0
2912436,0,0
2912437,0,0
2912438,0,0
2912439,0,0
2912440,0,0
2912441,0,0
2912442,0,0
2912443,0,0
2912444,0,0
2912445,0,0
2912446,0,0
2912447,0,0
2912448,0,0
2912449,0,0
2912450,0,0
2912451,0,0
2912452,0,0
2912453,0,0
2912454,0,0
2912455,0,0
2912456,0,0
2912457,0,0
2912458,0,0
2912459,0,0
2912460,0,0
2912461,0,0
2912462,0,0
2912463,0,0
2912464,0,0
2912465,0,0
2912466,0,0
2912467,0,0
2912468,0,0
2912469,0,0
2912470,0,0
2912471,0,0
2912472,0,0
2912473,0,0
2912474,0,0
2912475,0,0
2912476,0,0
2912477,0,0
2912478,0,0
2912479,0,0
2912480,0,0
2912481,0,0
2912482,0,0
2912483,0,0
2912484,0,0
2912485,0,0
2912486,0,0
2912487,0,0
2912488,0,0
2912489,0,0
2912490,0,0
2912491,0,0
2912492,0,0
2912493,0,0
2912494,0,0
2912495,0,0
2912496,0,0
2912497,0,0
2912498,0,0
2912499,0,0
2912500,0,0
2912501,0,0
2912502,0,0
2912503,0,0
2912504,0,0
2912505,0,0
2912506,0,0
2912507,0,0
2912508,0,0
2912509,0,0
2912510,0,0
2912511,0,0
2912512,0,0
2912513,0,0
2912514,0,0
2912515,0,0
2912516,0,0
2912517,0,0
2912518,0,0
2912519,0,0
2912520,0,0
2912521,0,0
2912522,0,0
2912523,0,0
2912524,0,0
2912525,0,0
2912526,0,0
2912527,0,0
2912528,0,0
2912529,0,0
2912530,0,0
2912531,0,0
2912532,0,0
2912533,0,0
2912534,0,0
2912535,0,0
2912536,0,0
2912537,0,0
2912538,0,0
2912539,0,0
2912540,0,0
2912541,0,0
2912542,0,0
2912543,0,0
2912544,0,0
2912545,0,0
2912546,0,0
2912547,0,0
2912548,0,0
2912549,0,0
2912550,0,0
2912551,0,0
2912552,0,0
2912553,0,0
2912554,0,0
2912555,0,0
2912556,0,0
2912557,0,0
2912558,0,0
2912559,0,0
2912560,0,0
2912561,0,0
2912562,0,0
2912563,0,0
2912564,0,0
2912565,0,0
2912566,0,0
2912567,0,0
2912568,0,0
2912569,0,0
2912570,0,0
2912571,0,0
2912572,0,0
2912573,0,0
2912574,0,0
2912575,0,0
2912576,0,0
2912577,0,0
2912578,0,0
2912579,0,0
2912580,0,0
2912581,0,0
2912582,0,0
2912583,0,0
2912584,0,0
2912585,0,0
2912586,0,0
2912587,0,0
2912588,0,0
2912589,0,0
2912590,0,0
2912591,0,0
2912592,0,0
2912593,0,0
2912594,0,0
2912595,0,0
2912596,0,0
2912597,0,0
2912598,0,0
2912599,0,0
2912600,0,0
2912601,0,0
2912602,0,0
2912603,0,0
2912604,0,0
2912605,0,0
2912606,0,0
2912607,0,0
2912608,0,0
2912609,0,0
2912610,0,0
2912611,0,0
2912612,0,0
2912613,0,0
2912614,0,0
2912615,0,0
2912616,0,0
2912617,0,0
2912618,0,0
2912619,0,0
2912620,0,0
2912621,0,0
2912622,0,0
2912623,0,0
2912624,0,0
2912625,0,0
2912626,0,0
2912627,0,0
2912628,0,0
2912629,0,0
2912630,0,0
2912631,0,0
2912632,0,0
2912633,0,0
2912634,0,0
2912635,0,0
2912636,0,0
2912637,0,0
2912638,0,0
2912639,0,0
2912640,0,0
2912641,0,0
2912642,0,0
2912643,0,0
2912644,0,0
2912645,0,0
2912646,0,0
2912647,0,0
2912648,0,0
2912649,0,0
2912650,0,0
2912651,0,0
2912652,0,0
2912653,0,0
2912654,0,0
2912655,0,0
2912656,0,0
2912657,0,0
2912658,0,0
2912659,0,0
2912660,0,0
2912661,0,0
2912662,0,0
2912663,0,0
2912664,0,0
2912665,0,0
2912666,0,0
2912667,0,0
2912668,0,0
2912669,0,0
2912670,0,0
2912671,0,0
2912672,0,0
2912673,0,0
2912674,0,0
2912675,0,0
2912676,0,0
2912677,0,0
2912678,0,0
2912679,0,0
2912680,0,0
2912681,0,0
2912682,0,0
2912683,0,0
2912684,0,0
2912685,0,0
2912686,0,0
2912687,0,0
2912688,0,0
2912689,0,0
2912690,0,0
2912691,0,0
2912692,0,0
2912693,0,0
2912694,0,0
2912695,0,0
2912696,0,0
2912697,0,0
2912698,0,0
2912699,0,0
2912700,0,0
2912701,0,0
2912702,0,0
2912703,0,0
2912704,0,0
2912705,0,0
2912706,0,0
2912707,0,0
2912708,0,0
2912709,0,0
2912710,0,0
2912711,0,0
2912712,0,0
2912713,0,0
2912714,0,0
2912715,0,0
2912716,0,0
2912717,0,0
2912718,0,0
2912719,0,0
2912720,0,0
2912721,0,0
2912722,0,0
2912723,0,0
2912724,0,0
2912725,0,0
2912726,0,0
2912727,0,0
2912728,0,0
2912729,0,0
2912730,0,0
2912731,0,0
2912732,0,0
2912733,0,0
2912734,0,0
2912735,0,0
2912736,0,0
2912737,0,0
2912738,0,0
2912739,0,0
2912740,0,0
2912741,0,0
2912742,0,0
2912743,0,0
2912744,0,0
2912745,0,0
2912746,0,0
2912747,0,0
2912748,0,0
2912749,0,0
2912750,0,0
2912751,0,0
2912752,0,0
2912753,0,0
2912754,0,0
2912755,0,0
2912756,0,0
2912757,0,0
2912758,0,0
2912759,0,0
2912760,0,0
2912761,0,0
2912762,0,0
2912763,0,0
2912764,0,0
2912765,0,0
2912766,0,0
2912767,0,0
2912768,0,0
2912769,0,0
2912770,0,0
2912771,0,0
2912772,0,0
2912773,0,0
2912774,0,0
2912775,0,0
2912776,0,0
2912777,0,0
2912778,0,0
2912779,0,0
2912780,0,0
2912781,0,0
2912782,0,0
2912783,0,0
2912784,0,0
2912785,0,0
2912786,0,0
2912787,0,0
2912788,0,0
2912789,0,0
2912790,0,0
2912791,0,0
2912792,0,0
2912793,0,0
2912794,0,0
2912795,0,0
2912796,0,0
2912797,0,0
2912798,0,0
2912799,0,0
2912800,0,0
2912801,0,0
2912802,0,0
2912803,0,0
2912804,0,0
2912805,0,0
2912806,0,0
2912807,0,0
2912808,0,0
2912809,0,0
2912810,0,0
2912811,0,0
2912812,0,0
2912813,0,0
2912814,0,0
2912815,0,0
2912816,0,0
2912817,0,0
2912818,0,0
2912819,0,0
2912820,0,0
2912821,0,0
2912822,0,0
2912823,0,0
2912824,0,0
2912825,0,0
2912826,0,0
2912827,0,0
2912828,0,0
2912829,0,0
2912830,0,0
2912831,0,0
2912832,0,0
2912833,0,0
2912834,0,0
2912835,0,0
2912836,0,0
2912837,0,0
2912838,0,0
2912839,0,0
2912840,0,0
2912841,0,0
2912842,0,0
2912843,0,0
2912844,0,0
2912845,0,0
2912846,0,0
2912847,0,0
2912848,0,0
2912849,0,0
2912850,0,0
2912851,0,0
2912852,0,0
2912853,0,0
2912854,0,0
2912855,0,0
2912856,0,0
2912857,0,0
2912858,0,0
2912859,0,0
2912860,0,0
2912861,0,0
2912862,0,0
2912863,0,0
2912864,0,0
2912865,0,0
2912866,0,0
2912867,0,0
2912868,0,0
2912869,0,0
2912870,0,0
2912871,0,0
2912872,0,0
2912873,0,0
2912874,0,0
2912875,0,0
2912876,0,0
2912877,0,0
2912878,0,0
2912879,0,0
2912880,0,0
2912881,0,0
2912882,0,0
2912883,0,0
2912884,0,0
2912885,0,0
2912886,0,0
2912887,0,0
2912888,0,0
2912889,0,0
2912890,0,0
2912891,0,0
2912892,0,0
2912893,0,0
2912894,0,0
2912895,0,0
2912896,0,0
2912897,0,0
2912898,0,0
2912899,0,0
2912900,0,0
2912901,0,0
2912902,0,0
2912903,0,0
2912904,0,0
2912905,0,0
2912906,0,0
2912907,0,0
2912908,0,0
2912909,0,0
2912910,0,0
2912911,0,0
2912912,0,0
2912913,0,0
2912914,0,0
2912915,0,0
2912916,0,0
2912917,0,0
2912918,0,0
2912919,0,0
2912920,0,0
2912921,0,0
2912922,0,0
2912923,0,0
2912924,0,0
2912925,0,0
2912926,0,0
2912927,0,0
2912928,0,0
2912929,0,0
2912930,0,0
2912931,0,0
2912932,0,0
2912933,0,0
2912934,0,0
2912935,0,0
2912936,0,0
2912937,0,0
2912938,0,0
2912939,0,0
2912940,0,0
2912941,0,0
2912942,0,0
2912943,0,0
2912944,0,0
2912945,0,0
2912946,0,0
2912947,0,0
2912948,0,0
2912949,0,0
2912950,0,0
2912951,0,0
2912952,0,0
2912953,0,0
2912954,0,0
2912955,0,0
2912956,0,0
2912957,0,0
2912958,0,0
2912959,0,0
2912960,0,0
2912961,0,0
2912962,0,0
2912963,0,0
2912964,0,0
2912965,0,0
2912966,0,0
2912967,0,0
2912968,0,0
2912969,0,0
2912970,0,0
2912971,0,0
2912972,0,0
2912973,0,0
2912974,0,0
2912975,0,0
2912976,0,0
2912977,0,0
2912978,0,0
2912979,0,0
2912980,0,0
2912981,0,0
2912982,0,0
2912983,0,0
2912984,0,0
2912985,0,0
2912986,0,0
2912987,0,0
2912988,0,0
2912989,0,0
2912990,0,0
2912991,0,0
2912992,0,0
2912993,0,0
2912994,0,0
2912995,0,0
2912996,0,0
2912997,0,0
2912998,0,0
2912999,0,0
