"listing_review_id","rating_type_id","rating_review_count","average_star_rating"
68,5,349,4.0115
68,6,349,3.9398
69,1,365,4.0219
69,2,365,4.0164
69,3,365,4.0356
69,4,365,4.0192
69,5,365,4.0055
69,6,365,4.0274
70,1,340,3.9912
70,2,340,3.9765
70,3,340,3.9441
70,4,340,3.9
70,5,340,4.0088
70,6,340,3.9647
71,1,399,4.0576
71,2,399,3.9825
71,3,399,3.9398
71,4,399,4.0025
71,5,399,4.0777
71,6,399,3.9599
72,1,365,3.9233
72,2,365,4.0548
72,3,365,4.011
72,4,365,4.0219
72,5,365,4.0
72,6,365,4.0137
73,1,363,3.9945
73,2,363,3.9201
73,3,363,4.1019
73,4,363,4.0468
73,5,363,4.0028
73,6,363,4.0964
74,1,350,4.0114
74,2,350,4.0257
74,3,350,4.0686
74,4,350,3.9686
74,5,350,3.9714
74,6,350,4.0143
75,1,393,4.0738
75,2,393,3.972
75,3,393,3.9796
75,4,393,4.056
75,5,393,4.0025
75,6,393,3.9313
76,1,350,3.9657
76,2,350,3.9914
76,3,350,3.9543
76,4,350,3.96
76,5,350,4.02
76,6,350,3.9743
77,1,363,4.0028
77,2,363,4.0606
77,3,363,4.0634
77,4,363,3.9504
77,5,363,3.9725
77,6,363,4.0413
78,1,417,4.06
78,2,417,3.9832
78,3,417,4.0168
78,4,417,4.0384
78,5,417,4.0815
78,6,417,3.9712
79,1,359,3.9526
79,2,359,4.0167
79,3,359,3.9916
79,4,359,4.0111
79,5,359,4.039
79,6,359,4.0056
80,1,368,4.0054
80,2,368,4.0489
80,3,368,4.0027
80,4,368,3.9592
80,5,368,4.0707
80,6,368,4.0516
81,1,336,4.0536
81,2,336,3.9881
81,3,336,3.9315
81,4,336,4.0298
81,5,336,3.9762
81,6,336,3.9643
82,1,347,3.9683
82,2,347,3.9914
82,3,347,4.0634
82,4,347,3.902
82,5,347,4.0058
82,6,347,3.951
83,1,409,3.9927
83,2,409,4.0391
83,3,409,4.0024
83,4,409,4.0024
83,5,409,3.9315
83,6,409,3.9902
84,1,347,3.9683
84,2,347,4.0259
84,3,347,4.0375
84,4,347,3.9539
84,5,347,3.9885
84,6,347,4.0058
85,1,418,4.012
85,2,418,4.0024
85,3,418,4.0167
85,4,418,3.9761
85,5,418,3.9593
85,6,418,4.0191
86,1,382,4.0366
86,2,382,3.9869
86,3,382,3.9764
86,4,382,3.966
86,5,382,4.0524
86,6,382,3.9817
87,1,351,4.0228
87,2,351,3.9744
87,3,351,3.9573
87,4,351,4.0085
87,5,351,3.9744
87,6,351,4.0342
88,1,407,4.0442
88,2,407,4.0
88,3,407,4.0442
88,4,407,4.0418
88,5,407,3.9631
88,6,407,4.0221
89,1,398,3.9849
89,2,398,4.0251
89,3,398,4.0101
89,4,398,4.0126
89,5,398,3.9824
89,6,398,3.9698
90,1,386,3.9715
90,2,386,4.0
90,3,386,4.044
90,4,386,4.0389
90,5,386,4.0855
90,6,386,4.0259
91,1,360,4.0194
91,2,360,3.9944
91,3,360,3.9806
91,4,360,4.0139
91,5,360,3.9917
91,6,360,3.9722
92,1,351,4.0171
92,2,351,4.0142
92,3,351,4.0028
92,4,351,4.0285
92,5,351,3.9316
92,6,351,3.9829
93,1,386,3.9767
93,2,386,4.0259
93,3,386,3.9896
93,4,386,3.9741
93,5,386,4.0363
93,6,386,4.0
94,1,444,4.0023
94,2,444,3.9752
94,3,444,4.009
94,4,444,3.9685
94,5,444,3.9842
94,6,444,4.009
95,1,325,4.0031
95,2,325,3.9908
95,3,325,4.0338
95,4,325,3.9292
95,5,325,3.9846
95,6,325,3.9692
96,1,370,3.9351
96,2,370,4.0027
96,3,370,3.9297
96,4,370,3.9703
96,5,370,4.0324
96,6,370,3.9838
97,1,371,4.0566
97,2,371,4.0404
97,3,371,3.9569
97,4,371,3.9973
97,5,371,4.0458
97,6,371,4.035
98,1,409,4.0049
98,2,409,4.0196
98,3,409,4.0024
98,4,409,3.9976
98,5,409,4.0
98,6,409,4.0
99,1,384,3.9792
99,2,384,4.0417
99,3,384,3.9661
99,4,384,3.9792
99,5,384,3.9792
99,6,384,4.013
100,1,419,3.9523
100,2,419,4.0191
100,3,419,3.9952
100,4,419,4.0525
100,5,419,4.0382
100,6,419,3.9379
101,1,354,4.0226
101,2,354,4.0254
101,3,354,4.0113
101,4,354,4.0113
101,5,354,3.9548
101,6,354,3.9407
102,1,348,4.0316
102,2,348,3.9856
102,3,348,3.9943
102,4,348,3.9454
102,5,348,3.9598
102,6,348,4.0431
103,1,388,4.0387
103,2,388,3.9278
103,3,388,3.9639
103,4,388,3.9562
103,5,388,4.0026
103,6,388,4.0
104,1,375,3.9787
104,2,375,3.992
104,3,375,3.984
104,4,375,3.936
104,5,375,4.0293
104,6,375,3.9413
105,1,349,3.9341
105,2,349,3.9341
105,3,349,4.0287
105,4,349,4.0573
105,5,349,4.0573
105,6,349,4.0229
106,1,399,3.99
106,2,399,3.9624
106,3,399,4.0526
106,4,399,4.0576
106,5,399,3.9724
106,6,399,3.9148
107,1,421,3.9905
107,2,421,3.962
107,3,421,3.9572
107,4,421,3.9881
107,5,421,3.9454
107,6,421,4.0499
108,1,324,4.0401
108,2,324,4.0031
108,3,324,4.0123
108,4,324,3.9444
108,5,324,3.9907
108,6,324,4.0123
109,1,363,4.022
109,2,363,3.9669
109,3,363,4.0055
109,4,363,3.9642
109,5,363,4.0606
109,6,363,3.9532
110,1,396,3.9823
110,2,396,3.9394
110,3,396,3.947
110,4,396,4.0227
110,5,396,3.9949
110,6,396,3.9419
111,1,364,4.022
111,2,364,4.044
111,3,364,4.0247
111,4,364,4.0357
111,5,364,3.9945
111,6,364,3.8984
112,1,423,4.0118
112,2,423,4.0331
112,3,423,4.0071
112,4,423,3.9953
112,5,423,4.0449
112,6,423,3.9574
113,1,351,3.9886
113,2,351,4.0655
113,3,351,4.0256
113,4,351,3.9658
113,5,351,3.9772
113,6,351,3.9886
114,1,397,4.0202
114,2,397,4.0202
114,3,397,3.9824
114,4,397,4.0403
114,5,397,3.9673
114,6,397,3.9647
115,1,390,4.0385
115,2,390,4.0077
115,3,390,3.9974
115,4,390,4.0872
115,5,390,3.9795
115,6,390,3.9872
116,1,364,3.9918
116,2,364,4.0192
116,3,364,3.9423
116,4,364,3.9835
116,5,364,3.9396
116,6,364,4.011
117,1,292,4.0514
117,2,292,4.0548
117,3,292,4.024
117,4,292,3.9795
117,5,292,3.8562
117,6,292,4.0205
118,1,362,3.9917
118,2,362,3.9724
118,3,362,4.0939
118,4,362,4.0387
118,5,362,4.0718
118,6,362,3.9033
119,1,341,4.0176
119,2,341,3.9531
119,3,341,3.9589
119,4,341,4.0499
119,5,341,3.9589
119,6,341,3.9941
120,1,399,4.015
120,2,399,4.0226
120,3,399,3.9724
120,4,399,3.9774
120,5,399,3.9724
120,6,399,3.9749
121,1,346,4.0347
121,2,346,3.9595
121,3,346,4.1069
121,4,346,4.0202
121,5,346,3.948
121,6,346,4.0607
122,1,367,3.9782
122,2,367,3.9728
122,3,367,3.9482
122,4,367,3.9946
122,5,367,4.0572
122,6,367,3.9755
123,1,361,4.0194
123,2,361,3.9889
123,3,361,4.0139
123,4,361,3.964
123,5,361,3.9418
123,6,361,4.0416
124,1,412,4.051
124,2,412,4.0121
124,3,412,4.0097
124,4,412,4.1019
124,5,412,3.9976
124,6,412,4.0049
125,1,384,3.9557
125,2,384,4.026
125,3,384,4.0052
125,4,384,4.0339
125,5,384,4.0104
125,6,384,4.0938
126,1,387,4.0594
126,2,387,3.9587
126,3,387,3.9587
126,4,387,4.0491
126,5,387,4.031
126,6,387,3.9509
127,1,369,4.019
127,2,369,3.9864
127,3,369,3.9431
127,4,369,3.9702
127,5,369,4.0027
127,6,369,4.0
128,1,411,4.0146
128,2,411,4.0024
128,3,411,4.0316
128,4,411,4.1071
128,5,411,4.0024
128,6,411,3.9221
129,1,370,4.0027
129,2,370,4.0189
129,3,370,3.9892
129,4,370,3.9784
129,5,370,4.073
129,6,370,4.0973
130,1,375,4.0827
130,2,375,3.96
130,3,375,3.9573
130,4,375,3.96
130,5,375,3.9867
130,6,375,4.0267
131,1,357,3.9944
131,2,357,3.972
131,3,357,3.9972
131,4,357,4.0504
131,5,357,4.042
131,6,357,4.0812
132,1,366,3.9508
132,2,366,3.9481
132,3,366,4.1202
132,4,366,3.9863
132,5,366,3.9481
132,6,366,4.0137
133,1,359,3.9944
133,2,359,4.0028
133,3,359,3.9944
133,4,359,3.9359
133,5,359,3.9777
133,6,359,4.0334
134,1,418,4.0526
134,2,418,4.012
134,3,418,4.0287
134,4,418,3.9976
134,5,418,4.055
134,6,418,3.9976
135,1,344,3.9651
135,2,344,4.0145
135,3,344,4.0029
135,4,344,3.9971
135,5,344,3.9738
135,6,344,4.0349
136,1,341,3.9384
136,2,341,4.0029
136,3,341,4.0469
136,4,341,4.0147
136,5,341,4.0264
136,6,341,4.0469
137,1,355,4.0451
137,2,355,3.9746
137,3,355,4.0225
137,4,355,4.062
137,5,355,4.0113
137,6,355,3.9606
138,1,346,4.078
138,2,346,4.0578
138,3,346,4.0173
138,4,346,4.0462
138,5,346,3.9971
138,6,346,3.9046
139,1,426,3.9601
139,2,426,4.0446
139,3,426,3.939
139,4,426,3.9296
139,5,426,3.993
139,6,426,4.0305
140,1,338,3.9852
140,2,338,4.1154
140,3,338,4.0148
140,4,338,4.0296
140,5,338,3.9822
140,6,338,4.0473
141,1,426,4.0376
141,2,426,3.9812
141,3,426,3.9953
141,4,426,3.9225
141,5,426,3.9836
141,6,426,3.9765
142,1,409,3.9756
142,2,409,4.0122
142,3,409,3.9927
142,4,409,3.978
142,5,409,3.978
142,6,409,4.022
143,1,345,4.0145
143,2,345,3.971
143,3,345,3.9246
143,4,345,4.0174
143,5,345,3.9507
143,6,345,4.0
144,1,293,3.9727
144,2,293,4.0
144,3,293,3.8942
144,4,293,4.0068
144,5,293,4.041
144,6,293,3.9863
145,1,429,4.0746
145,2,429,3.9301
145,3,429,3.9277
145,4,429,4.0303
145,5,429,4.0186
145,6,429,4.0
146,1,412,3.949
146,2,412,3.9684
146,3,412,4.0073
146,4,412,4.0146
146,5,412,4.0413
146,6,412,4.0194
147,1,371,4.0323
147,2,371,3.9811
147,3,371,4.0323
147,4,371,3.9191
147,5,371,4.0566
147,6,371,3.9515
148,1,367,3.9755
148,2,367,4.0027
148,3,367,3.9537
148,4,367,4.0272
148,5,367,4.0
148,6,367,3.9046
149,1,368,4.038
149,2,368,4.0462
149,3,368,3.9457
149,4,368,4.0462
149,5,368,4.0163
149,6,368,3.9592
150,1,376,3.875
150,2,376,3.9867
150,3,376,3.9707
150,4,376,4.0027
150,5,376,4.0372
150,6,376,3.9229
151,1,314,3.9459
151,2,314,4.0096
151,3,314,3.9554
151,4,314,4.0032
151,5,314,4.0255
151,6,314,3.9936
152,1,365,4.0192
152,2,365,3.9836
152,3,365,3.9781
152,4,365,4.0274
152,5,365,3.9699
152,6,365,3.9808
153,1,355,4.0197
153,2,355,4.0169
153,3,355,4.0085
153,4,355,3.9775
153,5,355,4.0282
153,6,355,3.9521
154,1,403,4.0521
154,2,403,3.9901
154,3,403,3.9777
154,4,403,3.9529
154,5,403,4.0149
154,6,403,4.005
155,1,327,3.9572
155,2,327,4.0031
155,3,327,3.8593
155,4,327,4.0061
155,5,327,4.0795
155,6,327,4.0
156,1,373,3.9491
156,2,373,4.0268
156,3,373,4.0429
156,4,373,3.9544
156,5,373,3.9571
156,6,373,3.9839
157,1,329,3.9301
157,2,329,4.0486
157,3,329,4.003
157,4,329,4.0243
157,5,329,4.0365
157,6,329,4.0182
158,1,384,4.0182
158,2,384,4.026
158,3,384,3.9844
158,4,384,3.9635
158,5,384,3.9792
158,6,384,3.9766
159,1,352,3.9347
159,2,352,4.0
159,3,352,3.9943
159,4,352,4.0028
159,5,352,3.9972
159,6,352,3.9858
160,1,388,3.9665
160,2,388,3.982
160,3,388,4.0567
160,4,388,4.0438
160,5,388,3.9381
160,6,388,3.951
161,1,406,3.9778
161,2,406,3.9754
161,3,406,3.9532
161,4,406,3.9778
161,5,406,4.0517
161,6,406,3.9901
162,1,320,3.9375
162,2,320,4.0219
162,3,320,4.0
162,4,320,4.0
162,5,320,3.8625
162,6,320,4.0188
163,1,346,3.9306
163,2,346,3.8728
163,3,346,3.9884
163,4,346,4.026
163,5,346,3.9133
163,6,346,3.9653
164,1,432,4.0278
164,2,432,4.0532
164,3,432,3.9745
164,4,432,4.0463
164,5,432,3.9792
164,6,432,4.0231
165,1,324,4.034
165,2,324,4.034
165,3,324,4.0463
165,4,324,3.966
165,5,324,3.9444
165,6,324,3.9877
166,1,337,3.9585
166,2,337,3.9496
166,3,337,3.9822
166,4,337,4.0178
166,5,337,3.9881
166,6,337,3.9792
167,1,318,4.0346
167,2,318,3.934
167,3,318,4.0723
167,4,318,3.9308
167,5,318,4.0818
167,6,318,3.9591
168,1,413,4.0242
168,2,413,3.9395
168,3,413,3.9855
168,4,413,4.0169
168,5,413,4.0266
168,6,413,3.9637
169,1,406,4.0172
169,2,406,3.968
169,3,406,3.9384
169,4,406,3.9926
169,5,406,4.0172
169,6,406,4.0123
170,1,413,3.9927
170,2,413,4.0218
170,3,413,4.046
170,4,413,3.9806
170,5,413,4.0121
170,6,413,3.9952
171,1,377,4.0504
171,2,377,3.9735
171,3,377,4.0027
171,4,377,4.0106
171,5,377,4.0212
171,6,377,3.9363
172,1,392,3.9796
172,2,392,4.0689
172,3,392,3.9745
172,4,392,4.0408
172,5,392,3.9745
172,6,392,4.051
173,1,373,4.0858
173,2,373,3.9678
173,3,373,3.9893
173,4,373,3.9759
173,5,373,4.0295
173,6,373,4.0536
174,1,374,3.9064
174,2,374,3.9786
174,3,374,4.0321
174,4,374,4.0
174,5,374,3.9733
174,6,374,3.9866
175,1,389,4.0668
175,2,389,4.0848
175,3,389,3.9769
175,4,389,3.9743
175,5,389,4.0154
175,6,389,3.9974
176,1,373,4.0
176,2,373,3.9812
176,3,373,4.0536
176,4,373,3.9839
176,5,373,3.9464
176,6,373,3.9866
177,1,332,3.9789
177,2,332,3.9608
177,3,332,3.994
177,4,332,4.0
177,5,332,3.9608
177,6,332,4.003
178,1,389,3.982
178,2,389,4.0206
178,3,389,4.0386
178,4,389,4.0925
178,5,389,4.0231
178,6,389,3.9769
179,1,349,4.0057
179,2,349,3.9799
179,3,349,3.9628
179,4,349,3.9513
179,5,349,4.0201
179,6,349,3.9971
180,1,379,4.0528
180,2,379,4.0343
180,3,379,4.0686
180,4,379,4.029
180,5,379,4.0079
180,6,379,4.0185
181,1,383,3.9922
181,2,383,4.0
181,3,383,4.0026
181,4,383,4.0757
181,5,383,4.0366
181,6,383,3.9869
182,1,390,3.9974
182,2,390,3.9769
182,3,390,4.0128
182,4,390,4.0179
182,5,390,4.059
182,6,390,3.9923
183,1,368,3.9837
183,2,368,4.0
183,3,368,3.981
183,4,368,4.0353
183,5,368,4.0027
183,6,368,4.0897
184,1,373,3.9759
184,2,373,4.0161
184,3,373,3.9491
184,4,373,4.0134
184,5,373,4.0322
184,6,373,4.0483
185,1,398,4.0251
185,2,398,3.9849
185,3,398,3.9749
185,4,398,3.9296
185,5,398,4.0452
185,6,398,4.0176
186,1,417,3.94
186,2,417,3.9952
186,3,417,3.9976
186,4,417,3.9712
186,5,417,4.0432
186,6,417,3.9928
187,1,365,4.0137
187,2,365,4.0767
187,3,365,4.0301
187,4,365,3.9452
187,5,365,3.9808
187,6,365,3.9753
188,1,340,4.0235
188,2,340,4.0588
188,3,340,3.9676
188,4,340,4.0353
188,5,340,4.0353
188,6,340,4.0441
189,1,366,4.0383
189,2,366,4.0437
189,3,366,3.9617
189,4,366,3.9973
189,5,366,3.9508
189,6,366,4.0492
190,1,402,3.9826
190,2,402,4.0249
190,3,402,4.0597
190,4,402,3.9453
190,5,402,3.9975
190,6,402,4.005
191,1,407,3.9533
191,2,407,4.0614
191,3,407,4.0221
191,4,407,4.0098
191,5,407,3.9926
191,6,407,3.9828
192,1,351,4.0
192,2,351,3.9715
192,3,351,4.0028
192,4,351,3.9544
192,5,351,4.0313
192,6,351,4.0399
193,1,397,3.9496
193,2,397,3.937
193,3,397,3.9194
193,4,397,4.0076
193,5,397,4.0529
193,6,397,3.9622
194,1,468,4.0278
194,2,468,4.1068
194,3,468,3.9744
194,4,468,3.9872
194,5,468,3.9444
194,6,468,4.0
195,1,319,4.0345
195,2,319,4.0
195,3,319,4.0219
195,4,319,3.9624
195,5,319,4.0282
195,6,319,3.9969
196,1,359,3.9248
196,2,359,3.9805
196,3,359,3.9889
196,4,359,4.0028
196,5,359,4.0362
196,6,359,4.0223
197,1,378,3.955
197,2,378,3.9735
197,3,378,4.0026
197,4,378,4.0317
197,5,378,3.9365
197,6,378,3.9603
198,1,408,4.0196
198,2,408,3.9975
198,3,408,3.9412
198,4,408,4.0466
198,5,408,4.027
198,6,408,4.0637
199,1,312,3.9359
199,2,312,4.0449
199,3,312,3.9808
199,4,312,4.0256
199,5,312,4.0096
199,6,312,4.0545
200,1,359,4.0334
200,2,359,4.0724
200,3,359,3.9777
200,4,359,3.9276
200,5,359,4.0418
200,6,359,4.0279
201,1,434,3.9724
201,2,434,4.0207
201,3,434,3.9816
201,4,434,3.9931
201,5,434,3.9931
201,6,434,4.053
202,1,395,4.0
202,2,395,4.0101
202,3,395,4.0127
202,4,395,4.0
202,5,395,4.0456
202,6,395,3.9519
203,1,368,4.0679
203,2,368,4.0435
203,3,368,4.0707
203,4,368,3.9891
203,5,368,3.9864
203,6,368,4.0353
204,1,342,4.0439
204,2,342,4.0351
204,3,342,3.9474
204,4,342,4.0234
204,5,342,4.0643
204,6,342,3.9766
205,1,407,3.9484
205,2,407,4.0049
205,3,407,3.9189
205,4,407,3.9877
205,5,407,4.0025
205,6,407,3.9656
206,1,366,4.0164
206,2,366,3.9645
206,3,366,3.9891
206,4,366,4.0164
206,5,366,3.9399
206,6,366,3.9918
207,1,344,4.0436
207,2,344,4.0087
207,3,344,3.936
207,4,344,4.0436
207,5,344,3.9477
207,6,344,3.8895
208,1,367,3.9973
208,2,367,3.9837
208,3,367,4.0463
208,4,367,3.9809
208,5,367,3.9564
208,6,367,4.03
209,1,375,4.0213
209,2,375,3.952
209,3,375,3.968
209,4,375,3.9733
209,5,375,4.032
209,6,375,3.968
210,1,370,3.9892
210,2,370,4.0324
210,3,370,3.9784
210,4,370,4.0649
210,5,370,3.9541
210,6,370,4.0
211,1,374,4.0267
211,2,374,3.9652
211,3,374,3.9652
211,4,374,3.9893
211,5,374,4.0027
211,6,374,3.9519
212,1,377,4.0133
212,2,377,3.9788
212,3,377,4.0424
212,4,377,4.008
212,5,377,4.0133
212,6,377,3.9682
213,1,351,3.9487
213,2,351,3.9943
213,3,351,4.0114
213,4,351,4.0028
213,5,351,4.0427
213,6,351,4.0313
214,1,322,3.9845
214,2,322,4.0062
214,3,322,3.9658
214,4,322,4.0373
